,Review,Harga,Kemasan,Efektivitas,Aroma
2153,"Jujuuurr secintaa itu sama efeknyaa. Bikin mukaku yang sensitif bisa calm gitu. Di aku ketika wajahku lagi radangg atau lagi beruntusan parah gituu, woii ini secinta bisa ilanh dalam semalem parah ga sii:(( Paginya efeknya muka jadi baguss bangett:((",0,0,1,0
2154,"Serius dari masker-masker mediheal yang pernah dicoba yang paling kerasa itu iniiii, pagi-pagi jadi lembab ngerasa lebih seger gitu. Mana warnanya item kan ya, fragrancenya aku suka sih karena ngga kayak bunga ngga kayak buah ya yaudah bau masker gitu. Mantap ✨",0,0,1,1
2155,"Sesuai namanya, sheetmask ini fungsinya bagus bgt utk pori2. Dia bisa bikin pori-pori agak mengecil dan wajah jadi halus bgt. Dan essencenya termasuk yg cepet bgt menyerap di wajah, ga kaya masker mediheal yg lain, tapi efek ngelembapinnya tetep berasa bgt.",0,0,1,0
2156,"aku kurang suka sheetmask sejujurnya tp dulu pas beli ini karena aku pakai aloevera natrep nya trus coba maskernya ini. efeknya menenangkan kulit, baunya gak sekeras aloevera natrep nya, essence nya banyak dan muka langsung cerah abis pakai ini",0,0,-1,1
2157,"parah inimah udh kaya everyday sheetmask, my go to sheetmask gitu2, saking eng enaknya dipake sih. standar fungsi sheetmask, ringan aja essencenya jg galengket gagreasy, adem sih apalagi dari kulkas gt enuxbgt",0,0,1,0
2158,"Pakai ini berasa pakai aloenya nature republic. Ada efek panas dan gatal. Saya personally kurang suka. Tapi wanginya gak sealkohol aloenya sih. Mungkin ini jadi poin plus. Untuk efeknya ya menenagkan kulit aja sih, jadi berasa calming aja.",0,0,-1,1
2159,"Untuk varian ini, pertama kali aku coba sheetmask yang aloevera. Essencenya ada yang warna putih atau bening. Untuk ukuran masknya aku suka, karena pas sama muka aku nggak perlu di gunting. setelah pemakaian aku ngerasa lembab aja.",0,0,1,0
2160,"maskernya sangat ngelembabin banget, dan essence nya banyak banget, maskernya lumayan besar di mukaku, wanginya juga enak banget, dan mudah banget nge dapatinnya gak susah sama sekali, pas kalau memang mau jadi cadangan skincare di rumah",0,0,1,1
2161,"Beli ini pas diskonan di shopee,menurut aku ini enak dipake nya bikin adem-adem gimana gitu, efeknya ngebuat kulit lembap dan moisture banget sih bagi kulitku. Wanginya juga enakk. Dari segi harga cocok sih buat dompet pelajar atau mahasiswa",1,0,-1,1
2162,"sheetmask andalan kedua setelah my beauty diary, semua variannya aku suka, enak banget dipake, bikin wajah lebih cerah dan lembab, dan ini selalu ada di drugstore jadi gak susah buat carinya kalo stok sheetmask abis",0,0,1,0
2163,"Sheet mask mediheal sama seperti biasa yang essencenya berlimpah. Setelah pakai, kulit rasanya pasti lembab banget, lebih cerah, kalau lagi capek enak banget sih karena bikin tenang dan lebih fresh gitu di wajah yang lelah.",0,0,1,0
2164,Pertama kali nyobain sheetmask dari mediheal dan menaruh hati sama seri collagen. Rasanya sama kaya pake sheetmask pada umumnya dingin seger waktu di aplikasikan dan untuk hasil ahkir dari pemakaian itu kulit jadi lebih lembut dan alus gitu.,0,0,1,0
2165,"SUKA BANGET sih ini. aku kan pernah ngalamin breakout kan, dan ini salah satu produk yang mbantu bangett. jerawat langsung reda , ga merah lagi dan beruntusan juga agak hilang, bener sih claim nyaa serum nya kerjaa banget. baunya juga aku sukaa",0,0,1,1
2166,"Cocok banget dipake pas kamu baru pulang sekolah/kuliah/kerja, setelah beraktivitas di luar rumah diterjang debu dan panas matahari, dia bakal ngasih efek calming gitu, kulitnya bener-bener berasa istirahat.",0,0,1,0
2167,"Selalu lagi sale aja pas beli sheet mask dari garnier tuh. Buat sheet mask varian ini klaimnya bikin menenangkan, tapi menurutky biasa aja. Cuma wanginya oke. Gaada efek yang wow setelah pake ini. Lagi-lagi oke buat lembapin aja menurutku.",0,0,-1,1
2168,"sheetmasknya tebel dan essencenya banyak banget bisa buat sebadan badan. wanginya lumayan enak. bikin wajah adem. setelah pemakaian, kulit jadi lembab banget dan cerahan. besok paginya bekas jerawat jadi pada pudar yeay",0,0,1,1
2169,"Enaknya cuma bikin relax dan paginya muka lebih lembab tapi pori-pori kebuka lebar. Saat dipakai aku ngrasa ada sensasi dinginnya gitu. hehe. Essencenya lumayan banyak, wanginya gak berlebihan. Oh iya, setelah dilepas, aku ngrasa kulit ku jadi lebih cerah.",0,0,1,1
2170,beli sheetmask ini barengan sama varian yang aloevera. menurutku ini wanginya enakk banget tapi berasa agak lengket. essencenya banyak. abis dipake muka kerasa lembuttt bgt halus cerah gangerti lagi😂 cuma skrg aku males pake sheetmask karna menurut aku boros,0,0,1,1
2171,"Aku dasarnya emang suka hampir semua varian sheetmask dari nature republic. Kalo favoritku yang honey, tea tree, sama rose. 3 varian ini bener-bener adem dan bikin muka kenyal, terus jerawat jadi kalem langsung setelah pakai. Love banget",0,0,1,0
2172,"aku sukanya dia karena pas di muka, terus lubang matanya cukup lumayanlah ya setidaknya gak sampe nutupin semua kelopak ku. no scent, dia cukup melembabkan sih, gak perih juga, dia ini sheet mask ke tiga yang ringan menurut ku, next aku mau coba varian lain.",0,0,1,0
2173,"Love the way this sheet mask worked on my face. The soothing effect works really well. This scent seems like Aloe Vera Gel by NatRep. Easy to apply, and you can use the essence on other part of your body.",0,0,1,0
2174,"CINTAAA PAKEE BANGETTT AKU PAKE INI TERUSSS BIKIN GLOWING DAN JADI LEBIH BERSIH OIYAA GUYS JANGAN LUPA YA HARUS BELI INI APALAGI YANG MASALAH KULIT NYA SAMA KAYA AKUUUUU, AKU JUGA PAKEIN SERUM NYA TERUS DAN BENER BENER SECINTAA DAN SESAYANG ITUU HUHU",0,0,1,0
2175,"Kecanduan si sama sheet mask yg satu ini Harganya yg terjangkau dg kualitas sebagus itu, bikin kulit lembab terhidrasi bgt, berasa sehat bgt abis pake inisheet mask ini, recomendee buat yg pngn pake sheet mask dg harga terjangkau dan hasil memuaskan",1,0,1,0
2176,"sangaaattt menghidrasi dan calming, meskipun kalau dibandingkan sama yang tea tree masih jauh lebih ok yang tea tree sih. ya gitu aja sih aloe melembapkan, tapi ga gitu bkerja di jerawat sama bruntusan",0,0,1,0
2177,"masker ini andalan banget buat nenangin jerawatku yang datang tiap bulan! kalo malemnya pake ini, besoknya jerawat yang merah jadi kalem, lebih cepet kempesnya juga. biasanya kutotolin juga sisa essencenya ke jerawat yang lagi meradang, worth it👍🏻",0,0,1,0
2178,Biasa ajahhhhh :// sudah lumayan berharap sama kandungan tea treenya tapi emang nggak memberi efek apapun ke jerawat maupun redness di wajahku so so lahh nggak buat BO untungnya soalnya baru pake sekali juga gengs. Hidrasinya pun standarr,0,0,-1,0
2179,"Salah satu sheet mask andalan yang super moisture tapi gak lengket after pakai ini. Aku pakai ini kalau muka ku lagi super kering dan dull. after pake ini jadi super lembab, pluffy, dan bright. Essence sisa nya juga aku pakai di tangan & kaki, jadi lembab loh!",0,0,1,0
2180,"Wanginya enak banget.Jujur,aku dikasih ini seneng banget,aku suka sama kemasannya yang simpel. Aku tertarik buat beli,karena setelah pake ini tuh, kulit wajahku jadi lembab,kencang dan sedikit mencerahkan.",0,1,1,1
2181,"aku baru pertama kali pakai sheet mask.dan ini sheet mask nya di pakai nyaman ada di aku,aku suka.karna aku pakai baru pertama kali efek yang aku rasakan dia buat kulit aku lembab.kalau di pakai rutin mungkin akan kelihatan hasil nya next aku mau coba pakai rutin..",0,0,1,0
2182,"kemarin pakai ini 7 hari berturut turut krn habis IPL asli melembabkan bngt dan bikin muka jd calm padahal sblmngya muka agak sensitif, begitu pakai 7 hari berturut turtut mukaku jd lembab dan bener bener menenangkan wajah yang habis IPL . .b",0,0,1,0
2183,PARAH BAT PARAH!! BAGUS BANGET FLIS😭😘 harga nya emang pricey tapi emang bagus banget si ni sheetmask gilakk😍😍😍 abis make muka aku jadi glowing donggg🥰🥰 terus efek ngelembabin nya mantuwlll👍 essence nya cukup lah ya? Ga banyak ga dikit juga❤️❤️,0,0,1,0
2184,"Sheetmask yang paling aku suka walaupun udah pernah coba dari brand lain tetep si sakura ini yang paling bikin kulit lembut sama relax kalo abis maskeran, makenya biasanya malam hari sih abis pulang kerja. Paling gampang juga dicari dan sering diskon di shopee",0,0,1,0
2185,"masker yang sudah sulit di cari sih sekarang untuk varian ini, padahal aku suka banget karena aromanya soft banget dan hasilnya juga bagus banget. wajah aku cerah merona gitu. terasa lebih lembab sepanjang hari",0,0,1,1
2186,"Aku pribadi lebih suka masker botolan dibanding sashet, selain lebih hemat lebih mudah aja gitu packagingnya dibuka. Untuk masker ini so far aku oke oke aja, wanginya juga enak, jadi ada sensasi dingin.",0,0,1,1
2187,"ini varian tertua dari segala masker garnier dan aku paling cocok pake ini bahkan dulu sebelum rame banget sheetmask dimana2. bikin adem muka, jerawat agak kempes dan kemerahan nya memudar. bahkan muka jadi bener2 putih cerah gitu kalo dipake rutin",0,0,1,0
2188,"Nyoba karena penasaran aja pas lagi liat-liat di drugstore. Harganya juga murah. Pas dipake ngga ada efek yang terlalu aku rasain sih di wajah aku, ngga bikin jerawatan juga setelah aku pakai ini ataupun di hari setelahnya.",1,0,-1,0
2189,"Aku si suka suka aja karna kalau dipake trs kena angin itu rasanya dingin jadi kulit terasa ke calm down trs yg paling penting pas peeling masknya itu gagitu sakit jadi suka, walaupun maskernya ga se indah yg tertara pada bungkusnya tapi menurut aku oke oke ajaa",0,0,1,0
2190,"Teksturnya kental warna abu-abu, ada kayak gliter gtu, ngga tahu juga. Aromanya lumayan enak, ngga gimana gimana. Awalnya iseng aja beli. Aku udh makai ini 2 pack & hasilnya biasa aja. dia ngga bikin breakout, ngga juga ngasi efek bagus.",0,0,0,1
2191,"Feels nya sama aja kayak pas pake naturgo sih menurut ku, ketarik gitu beda di warna aja. Tipikal masker yang sakit pas ditarik, sampe merah-merah muka, kalo komedo lumayan ketarik tapi masih ada sekikit gitu",0,0,0,0
2192,Belum bisa kasih komen apa2 sih ya.. karna baru pertama kali coba hehe.. sorry ya guys.. Ntr aku update lg deh👌🏻 Nilai plus nya dari masker ini yaitu simple gitu klu di pakai karna aku beli yg model tube dan mudah buat peel off nya gak nyakitin wktu proses di kelupas.,0,0,0,0
2193,"masker peel off yg ngangkat banget komedo dan jg ngangkat bulu muka aku huwaaa emg se kenceng itu nariknya tapi puas sm hasil yg didapat,dan masker ini unik jd aku tertarik buat coba dan harga nya afordable pokoknya good👍🏻",0,0,1,0
2194,"Ampuh banget buat ngangkat komedo, monangis😭. dia tuh lumayan sakit waktu maskernya diangkat tapi nggak sebanding sama komedo yang udah diangkat. aku pakai masker ini cuma di daerah yang rawan komedo aja dann ajaibnya hidung aku halus banget kayak lantai licinnnn",0,0,1,0
2195,"Aku beli ini buat adikku kmaren, hasilnya bagus-bagus aja si di muka dia. Dia suka banget malah, pas slesai makai itu, muka jadi lebih ringan, harga juga terjangkau...........................................",1,0,1,0
2196,"Wanginya enak banget, bisa buat ngebersihin komedo bisa mengatasi komedo di sekitar wajah tp emg agak sedikit sakit pas proses pencabutanya dan kadang bulu halus dimuka kdang kecabut tp emg enak kalo udh pakai lebih bersih muka kelihatanya gada proses breakout",0,0,1,1
2197,"pernah dipakein ini masker sma adek ipar,dan makeinnya itu pas ada bnyak jerawat meradang wkt itu, dan waaw sakit wkwkwk panas gatau lg deh mau komen apa, ga cocok sama sekali.. y bodohny gue jg sih emg gatau klo lg brjerawat mnding skip masker yg kyk gini dlu",0,0,-1,0
2198,"beli ini karena penasaran, tapi pas pertama kali pake ga ngefek apapun, ga nyabut komedo banget paling cuma komedo putih dan itu sedikit. menurutku ga worth it tapii mungkin tiap orang beda beda yaaaaaa",0,0,-1,0
2199,"Kayaknya aku makenya ga maksimal? atau emang hasilnya tidak maksimal? kaya ga ngangkat gitu di aku, mana baunya aku juga ga suka. Bau-bau mobil yg bikin mabok wkwk, aku mending pake si item itu deh. walau sakit tapi terlihat nyata hasilnya dan baunya ga bikin mabok",0,0,-1,-1
2200,Does not work as well as some American made products. I wet my nose severly and wait for the strip to dry. When peeling the black heads dont really come out and a bunch of glue is left on my nose. I don't recommend at all.,0,0,-1,0
2201,B aja. hehehe.. produk ini dikasih sebagai produk gratisan. sama seperti merk lainnya bentuknya. kekuatannya buat angkat komedo juga so so lah.. ga ada efek yang wow banget.. apakah akan beli? engga :),0,0,-1,0
2202,kalap belanja ini. karena kata mba mba nya bagusss buat ngilangin komedo dihidung. karena aku orangnya gampang percaya aku beli. tapi sumpah biasa aja. blackhead aku di hidung badak banget. ga sanggup innisfree menggulingkan tahta blackhead aku:'),0,0,-1,0
2203,Hmmm kemarin coba-coba aja beli .. aku sih pas pertama kalicoba udah gak suka ya .. efek nya gak begitu keliatan .. ribet pakenya .. apa karena udah keseringan pake porepack yang lebih simpel kalii ya ..,0,0,-1,0
2204,"Nose pack ini teksturnya lengket dan saat kering ga' bener-bener kering. Waktu diangkat dari hidung pun masih banyak yang lengket di wajah, dan sama sekali ga' mengangkat komedo.
Sayang sekali, produk ini ga' cocok di saya.",0,0,1,0
2205,Teksturnya kental dan lengket. Wanginya agak tajam. Rasanya sejuk dikulit. Masker ini mudah dikelupas saat kering. Kurang efektif mengangkat komedi diwajah. Kulit terasa halus dan lembut setelah pemakaian. Kemasannya travel friendly,0,1,-1,-1
2206,Gimana ya awalnya ekspetasiku sama produk ini terlalu tinggi kayanya tapi komedo gaada yang nyangkut sama sekali😭 Buat ngikutin step by stepnya juga lumayan cukup lama dan kerasa kurang efisien kalo gaada hasilnya kalo ada mah gapapa yakan,0,0,-1,0
2207,"beli gara-gara diskon, tapi ga nyesel banget udah beli karena bener-bener ngebantu buat ngangkat komedo, ada efek sensasi panas pas dipake tapi ga ganggu sama sekali dan baunya juga masih oke banget gak ganggu-ganggu banget.",0,0,1,1
2208,"Ini wanginya mengganggu banget sih, dia ada sensasi panas nya dikit. Kalau kalian gak suka sesuatu yang wangi menyengat gitu kalian bisa pilih selain varian merah ini. Tapi dia tetep pore strip yang paling ampuh angkat komedo bandel👌🏻",0,0,1,-1
2209,"Gak begitu ngangkat komedo bgt, udah gitu gak begitu suka juga sama baunya. Aku pernah nyoba yang deep cleansing nya, dan bagus bgt dibanding ini, kemarin beli karena yang deep cleansing nya gak ada.",0,0,-1,-1
2210,"porepack yg ini cara pakainya emg simple tinggal tempel ajaa trs tunggu bbrpa menit aja, mnrt aku ga keliatan hasil dr komedo yg kecabutnyaa, dan trnyata pas emg dicabut gada perubahan signifikan alias komedo ga keangkat... ga bekerja di aku huhu",0,0,-1,0
2211,"dibeliin adek yang katanya lagi diskon jadi 9k tapi ternyata termantul lahh ini, walau agak terganggu soalnya kalau dipake panas rasanya tapi buat narik white heads sama black heads mantul banget sihh",0,0,1,0
2212,"pas dihidungnya, komedonya yg disela sela hidung keangkat semua, udh berapa kali beli ulang terus, suka & sesuai sama harganya, awalnya pake pore pack merk lain ada bagian yg gk keangkat tapi klo pake pore pack ini beda",0,0,1,0
2213,. sesukaa itu sama produk watsons yg satu ini😍😍 .,0,0,1,0
2214,Beli ini penasaran apakah bisa menandingi si bi*re. Setelah dipakai beberapa kali ternyata hasilnya biasa aja. Gemes juga karena komedonya yang keangkat dikit tapi waktu sama si bi*re bisa lumayan. Repurchase? Maaf yaa tapi nggak.,0,0,-1,0
2215,"Iseng beli karna waktu itu lagi ada promo, harganya memang gak mahal, jadi gak berharap banyak dari awal. Whitehead ku emang banyak di sekitar hidung, tapi tiap pakai kayak gak ke ambil gitu, pdhl udah nunggu sampe kering. 😥",1,0,-1,0
2216,"Produk ini bener-bener bekerja banget di aku. Tiap dipake pasti ampuh buat angkat komedo, dan hasilnya pun bener-bener keangkat banyak. Selain itu juga produknya wangi, jadi betah pakenya. Yang punya masalah sama komedo boleh coba ini nih",0,0,1,1
2217,"tertarik beli karena diskon 8rb hehe,isi 10.aku bingung kenapa yg di depan warna putih trs yg warna item di belakang yg putih kalo dipegang kaya kapas gt tapi tipis kok,pas di tempelin anget gt lucu haha lumayan buat ngangkat komedo",0,0,1,0
2218,"B aja dirimu , nga bener2 mengangkat komedo uda 15mnt lbh uda bnr2 kering tp cm dikit yg keangkat dan yg whitehead aja ,yg blackhead nga ngangkat masih juara biore si mnurutku 🙄 jd buat repurchase no sih",0,0,-1,0
2219,"menurut ku ini porepack lumayan bagus. entah knp seneng bgt gitu lho klo pake ini, karna harganya murah trs dapet banyak jg, jadi bisa pake tanpa mikirin isinya tinggal dikit ato gk :v tp kadang komedonya suka gk keangkat :( repurchase? ya",1,0,1,0
2220,"overall ini sama kayak porepack merk sebelah, masih kurang enak untuk ngangkat komedo komedo bandel.. mungkin harus rajin pake (?) atau facial yang lainnya juga biar makin optimal dan komedo pergiiiii",0,0,-1,0
2221,"Ga begitu ampuh mengangkat komedo , sakit juga saat ditarik , rata rata memang suka sakit tp pasti terangkat smua . Tapi ini tidak terlalu bagus , untuk komedo di wajah saya kurang oke . Bayak yang suka tp saya ga .",0,0,-1,0
2222,"menurut aku ini cukup ampuh untuk angkat komedo aku dihidung, aplikasinya pun tidak terlalu ribet. cuma kadang harus agak tebal biar pas kering diangkatnya mantep. terkahir aku cek ke face shop, katanya produk ini uda ga kluar lagi. jadi bingung mo cari penggantinya..",0,0,1,0
2223,"pas dipake sih kyk ada komedo yang ke angkat ya tapi kalo di perhatikan seksama ke idung ya biasa aja gk gmn2,tetep aja banyak heheeh udh 3x pemakaian soal nya hehehehe sampe detik ini belum ketemu produk buat blackhead:(",0,0,-1,0
2224,aku beli ini di olshop instagram teman kakak aku harga nya sih murang banget kalau gak salah 8k deh udah lama jadi lupa pokok nya sekitaran segitu. gak ngaruh banget sih di aku emang dia ngangkat komedo dan lucu juga ada tiga step tapi gak lama komedo muncul lagi 😭,1,0,-1,0
2225,"Buat yang nyari pembasmi komedo, ini bisa jdi solusinya. Ampuh bgt nih. Harganya juga pas buat kantong pelajar. Baru coba sekali langsung ketagihan trs wkwkwk. Menurutku drpd pake yg pore pack, mending pake yg ini.",0,0,1,0
2226,"Harganya affordable dan komedo yang berhasil di angkat juga lumayan banyak. Tapi sayangnya gtw kenapa setiap setelah pake ini kulit aku terasa cekit cekit dan gatal, terus agak kemerahan. Tapi ga lama abis itu ilang.",1,0,1,0
2227,Ampuh banget buat ngangkat komedo. Komedo yang di tempat tempat sempit pun terangkat. Tapi kadang bikin pori pori kebuka. Step terakhir juga kadang bikin gatel. Untuk harga segitu udah bagus banget. Melebihi ekspektasi,0,0,1,0
2228,"Ampuhhhh dan Bagus banget buat blackheadku yang bandel hihi, apalagi ada 3 steps yang bisa bener2 buka pori-pori dan basmi blackhead bersih. Tp sekarang rada susah dicari jd mungkin bakalan coba yang lain",0,0,1,0
2229,"Sebel banget pake ini hikss bau nya gaenak banget, patchnya lebih besar ukurannya dari merk B, ngangkat komedonya juga bias aja ga tuntas, udah gt aku malah alergi sama lem nya, hidung gatel banget besok nya keluat jerawat di hidung hiksss",0,0,-1,-1
2230,"pas buka packagingnya, aku kurang suka wanginya, greenteanya kurang enak :( tapii, ini ampuh banget angkat komedo, nempelnya okeh, setelah 10menitan aku tarik, hampir semua komedo keangkat.. ?? repurchse? yes !",0,0,1,-1
2231,Aku punya komedo yang kecil-kecil gitu. Pas pakai produk ini keangkat semua kok.,0,0,1,0
2232,"wangi greenteanya menurut aku sih enak yaa, tapi efeknya sama dengan pore pack2 yg lain yg harganya relatif lebih murah. jadi ngerasa rugi aja, mendingan pilih yg lebih murah :( tapi kalau lagi pengen efek wangi greenteanya mungkin akan purchase lagi..",-1,0,-1,1
2233,banyak daki daki yang muncul after pke ini widih gasuka bet hahahahahahhaha i dont recomended this one hahahahhahahahahahaahahahahahahahaahhahahahahahahahahahahahahahahahahaha thankkkkkk youuuu neeeeexxxxxtttttttttttttttt,0,0,-1,0
2234,"hasilnya lumayan wowww.. langsung glowinggggg tetapi yang kurang suka terlalu banyak serumnya, rasanya sampai tumpeh2. dan agak sedikit pamas di area atas mulut. kayaknya bakal jadi rutinitas setiap minggu",0,0,1,0
2235,"Nyobain ini sih klaimnya bisa brighten my skin krn ada kandungan ampoulenya ya. Tapi setelah aku coba cuma menghidrasi aja sih, brighten nya kayak ga terbukti di kulit aku. Jadi mungkin aq ga bakal tertarik buat coba mask dengan brand yang sama.",0,0,-1,0
2236,peel off mask yang bener2 bisa angkat komedo ampe kedalem2nya kalo tapi cukup perih pas diangkay apalagi pas diangkat dibagian bawah mata . waktu awal2 pake ampe nangis tapi hasilnya memuaskan bgt tapi diaso di Indo ga ada,0,0,1,0
2237,"sebenarnya murah sih harganya, isinya juga banyak. Tapi tidak mengangkat komedo, tidak memberi efek apa-apa. lebih baik beli nose strip karena hasilnya lebih baik. Belum bisa beli di Indo juga, hanya lewat os",1,0,-1,0
2238,Nose pack ini lebih kecil dari charcoal masknya daiso. Pakai nose pack ini komedo di idung ada yang keangkat sih tapi juga banyak yang masih menetap. Lumayan lah buat dipakai pas komedo lagi banyak-banyaknya.,0,0,1,0
2239,"aku emang sering pakai produk peel off mask untuk angkat komedo. karna lagi diskon akhirnya aku coba produk ini. teksturnya mudak di aplikasikan, wanginya enak. cuman sayang banget dia ga begitu nhangkat komedo. Lebih suka merk vienna atau biore porepack deh",0,0,-1,1
2240,"sama aja kayak masker komedo lainya, biasa aja gak begitu ngangkat komedo malah kayaknya gak ada cuma nempel begitu aja?? lumayan pricey padahal ukuran nya gak gede2 amat, kering nya juga lama banget.",0,0,-1,0
2241,Beli ini iseng karena liat harga yang hanya sekitar 30-40rb an. Untuk hasilnya sih ga terlalu ber effect mengangkat komedonya. Mungkin karna dari harga nya pun bikin formula nya kurang kuat kali yaa.. buat repurchase kaya nya belum deh.,0,0,-1,0
2242,"Pakai ini rutin untuk ngangkat komedo-komede putih yang membandell. Perihh banget sumpahh, bulu bulu halus diwajah juga keangkat semua. Cuman ini gak disaranan sih kalau lagi ada jerawat, malah buat jerawat meradang. Mantullllllllll",0,0,-1,0
2243,"Cobain yang ini pun sama, bau alkoholnya kerasa nyegrak, belum lagi sakitnya waktu proses peel offnya.. karena ga kuat, aku bilas aja langsung pake air dan rasanya ga sanggup juga buat nungguin nyampe 10 menit pakenya. baunya ga kuat terlalu nyengat",0,0,-1,-1
2244,"Beli ini gara2 kemakan omongannya beauty vlogger dan gara2 iklannya yg gencar abis. Nyatanya pas di apply nggenang gitu dimuka walau udah di rata2 in berkali2. Alhasil nge-peel nya susah banget, ya Allah. Gak tau lagi dan gak bakal lagi beli",0,0,-1,0
2245,"ini udah tube kedua, ya walaupun gak terlalu efektif tapi suka aja pakainya, puas liat black head yg berhasil ketarik. gak bikin iritasi juga. biasanya pakai ini terus pakai the face shop biar lebih bersih",0,0,1,0
2246,"ini black mask terfavorite sepanjang masa! aku pake ini gasering-sering karena takut kulit tambah sensitive. paling 2 minggu sekali kalo rajin. tp sekalinya pake, biasanya sampe 3 layer, dan ngangkat banget! komedo-komedo putih di muka keangkat",0,0,1,0
2247,"Udah lama banget pake ini tu sekitar 1 tahun lebih pokonya. karna buat aku ini manjur banget ngangkat komedo ku yang super banyakk banget. dilepasnya ga begitu sakit, dan ada masing2 step yang membantu produknya bekerja maksimal",0,0,1,0
2248,"Ini produk memang baguss banget buat ngangkat komedo, tp agak lama aja nunggu keringnyaa makanya aku pake diidung ajaa hahah trs agak sakit pas nyabutnya huhu. Aku paling suka produk ngangkat komedo yg 3 step ginii jd gabikin gede pori2, tp harganya mahaaal bgttt:""",0,0,1,0
2249,"sama kayak varian yang lain ya, aku suka make produk ini, ya emang karna selesai make itu muka jadi ringan banget, nariknya juga ga sakit-sakit amat, harganya masih terjangkau banget, aromanya juga ngak nganggu",1,0,1,1
2250,Pake ini karena dikado temen. Narik komedonya mantull sekali. Cuma agak ribet karena packagingnya sachet. Peel off mask lebih prefer yg packaging tube karena maskernya gampang kering kalo ngga ditutup rapet-rapet. Pengen coba peel off mask qiansoto yg packaging tube,0,-1,1,0
2251,"So far memang gapernah nemu mudmask sebagus ini lagi. But memang ada harga ada barang karena ini cenderung ke boujee-er side. Tp cinta banget, and whenever ku lg ada clogged pores product ini bakal jd skincare yang ku ambil! SUPERLOVE❤️❤️❤️❤️❤️",0,0,1,0
2252,"Masker yang paling saya sukai dari semua masker glamglow, masker dengan sensasi yang menyenangkan saat digunakan, sangat membersihkan pori2 di wajah. Produk ini juga vegan sehingga bisa menjadi salah satu alternatif masker yang bisa digunakan untuk muslim.",0,0,1,0
2253,"Recommended bangetttttt. Banyak kandungan bagus di ingredients nya. Ada kaolin, mandelic acid, salicylic acid, lactic acid, glycolic acid, calendula, dsb. pokoknya kalau ngurusin pori2 dia juara banget. muka jadi alus, dingin, lembab 👍👍",0,0,1,0
2254,"dulu beli di althea. teksturnya itu lembut kaya bubur, warnanya putih. Hasilnya langsung keliatan setelah dicuci, muka langsung putihan. Cocok yang ga suka scrub kasar-kasar. Kayaknya ga berefek panjang, tapi lucu aja maskernya berasa nempokin beras ke muka kita.",0,0,1,0
2255,"Aku suka banget sama tekstur dan wangi nya.. Efeknya keliatan bgt sih, setelah pakai mukaku langsung jd lebih cerah & kenyal. Tp, aku hanya pakai kurang dr 10mnt krn mukaku dry-sensitive skin. But overall, sukaaa ❤️❤️",0,0,1,1
2256,"masker yang secara tampilan nyenengi, karna putih bersih. konsistensinya kental dan ada scrub halusnya. jdi waktu ngescrub ga sakit sama sekali. efeknya dimuka aku bikin cerah dan lembab. biasa dipake 3-4x seminggu. recommended buat wajah yang lagi ga ada jerawat.",0,0,1,0
2257,"tekstur nya sebener nya agak kasar ya jd harus hati hati bgt. wangi nya enak! cukup ngebersihin kulit sih tp jangan di pake sering sering :( lumayan ngasih efek mencerahkan jg di muka, harga nya standar",0,0,1,1
2258,"Kalo abis pake masker ini rasanya seger banget dan pori2 keliatan kecilan. Tapi fragrancenya kenceng banget dan mgkn ga cocok buat yg kulitnya sensitif. Aku pake seminggu sekali, udah 3 bulan masih sisa setengah lebih. Banyak banget isinya.",0,0,-1,0
2259,"Wangi maskernya tuh kayak wangi sabun, enak bgt sih menurut aku wkwk. tp sayang bgt masker ini ga cocok di aku, karena tiap pake ini muka jd perih banget dan pas dibilas mukaku jadi kering & ke merah merahan gituu:(",0,0,-1,1
2260,aku suka ini karena wanginya aja enak dan di muka adem di tambah claimnya untuk anti stress jadi langsung deh beli tapi selain itu ga ada efek apa² di aku ga ada efek mencerahkan kaya yang di review orang² :(,0,0,1,1
2261,"yg aku sukaa ini enak pas dipake tuh ademm dan efeknya beneran mencerahkann. yg aku ga sukanyaa abis pakai ini tuh udah dibilaspun masih kerasa ketarik gtt mukakuu, padahal biasanya pakai masker lainnya cuma kerasa ketarik sebelum dibilass",0,0,1,0
2262,"kurleb sama aja sih ini sm yg sblmnya, krn gw juga beli ini yg share in jar doang. dia as a claymask, ngangkat porinya sib biasa aja, gatau knp ga senampol yg mudmask& charcoal gitu. ini warnanya biru, lumayan narik sih",0,0,-1,0
2263,"Untuk selang seling di pake sama Super2x dan TBS himalayan Charcoal mah lumayan cuman keselnya sering kering gitu jd simpen nya harus bener,kalo udh kering biasanya campur aqua aja dikit jd bisa di pake lg kok hehehe aku jauh lebih rekomen super2x sih hehehe",0,0,-1,0
2265,"So far dia nggak terlalu ngasih hasil yang signifikan di kulit aku. paling hanya bikin kulitku nggak jadi lebih berminyak setelah pemakaian. untuk pori2 dia cukup ngebersihin tapi nggak nyamarin juga. so so aja sih, padahal berharap lebih sama masker ini.",0,0,0,0
2266,Sudah abis dan blm ada niat buat beli lagi. Buat aku si krasa kurang nampol soalnya dia teksturnya liat bgt. Huhuhu. Satu tubenya itupun habis dalam waktu yg lama. Akhirnya ganti tipe lain yg sedikit lebih nampol scrubnya. Hahaha. Mukaku badak sih...,0,0,-1,0
